Post_id,Label,Post
1743,0,&#8220;boojieque: &#128514;&#128169;RT WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos
1744,1,"&#8220;briceokc: ""cigarettes are so gross"" -half the bitches that smoke cigarettes &#128530;&#8221; gfys__"
1745,2,&#8220;butter_obama: I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;
1746,1,&#8220;bwanaaa_16: I like down bitches&#8221;
1747,1,&#8220;candacevon: Niggas talk more then bitches these days &#128530;&#8221; #facts
1748,1,&#8220;cb_marie: what_evaittakes &#128563;&#128553;&#128514;&#128514; now bitch you know.. Lmaooo&#8221;&#128514;&#128514;&#128514;
1749,1,&#8220;cb_marie: Fuck them texts! &#128526; it's a movement. Lmaooo &#8220;koleworld4: courts texting rubbed off on me &#128514;&#8221;&#8221;she used to be bitch bout it tho &#128553;
1750,1,&#8220;cb_marie: I need to find is both a damn job. &#8220;what_evaittakes: cb_marie needs to find a bitch a job&#128553;&#128553;&#8221;&#8221;right
1751,1,&#8220;chloekosik: I DONT FUCK YOUUU u lil stupid ass bitch I AINT FUCKIN WIT YOU u lil dumbass bitch I AINT FUCKIN WIT YOU&#8221; kaylamauser_
1752,1,&#8220;chloeonvine: Are. You. Kidding. Me. Right. Now. http://t.co/lFSvymMqTN&#8221; I'll smack a hoe
1753,1,&#8220;chloeonvine: im just a sarcastic lil bitch who loves to sleep and eat&#8221;
1754,1,&#8220;chrisbrown: These hoes ain't loyal [i would know cause I'm a hoe] but my fans damn sure are!&#8221; - real
1755,1,&#8220;cierravillela yeah it's really far and it's alright if you like living by a whole lot of hicks haha
1756,1,&#8220;clzcdxx: im just a bitch ass elf&#8221; MorbidMermaid
1757,1,&#8220;cmencarini: I dont trust girls&#8221; cant trust these hoes
1758,1,"&#8220;codizzlleee: Satisfied_x Stfu_NobodyCare well we all know Victoria's Secret now.&#8221;
Yea and we all the Cocoa Puff bird fucking"
1759,1,&#8220;codyaveresch: Paint brushes over Bugattis #StundentPainters bitch&#8221; paint me like one of your French girls
1760,1,&#8220;coffincreepxx: WhatAreOllies niggah you friendzoned&#8221; daaaaaaaam.. &#128532;
1761,1,&#8220;coffincreepxx: Jose is so fucking mean to me like damn bitch lol&#8221; fuck you
1762,1,&#8220;colormeprettyyy: xo_tavia bitch im back at home now.&#8221; &#128514;
1763,2,&#8220;coltscommunity Pacers nflcolts indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers
1764,1,&#8220;comedianjayski: Happy Hour time best time of da day!!!!!&#8221; Niggas don't know bout them happy hour hoes
1765,1,&#8220;comedianjayski: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up
1766,1,"&#8220;concretesledge_: Gwyneth Paltrow you ugly ass big bird looking bitch, shut the fuck up.&#8221; &lt;&lt;That's pretty much IN YOUR FACE!
Bravo!"
1767,1,&#8220;connycarvajal_: Why u can't just love?&#8221; Because we don't love these hoes
1768,1,"&#8220;cooney_mane: BrianMC630 ""they played a great job"" who's the retard now?&#8221;

&#128514;&#128514;&#128514;"
1769,1,&#8220;creoleblood: &#8220;what_evaittakes: Y'all bitches be popping babies out like it's a sport&#128553;&#8221;stop &#128534;&#8221;what lol
1770,1,&#8220;crystalinag: finger a bitch w/ my trigger finger&#8221; nigga shut up
1771,1,&#8220;d6_9b Dora &amp; her table manners &#128530;&#8221;--- she's eating like a sloppy hoe!!?
1772,1,&#8220;daaamian_69: &#8220;tankGonzalez: Stop being such a bitch&#8221;&#8221;
1773,1,&#8220;daberellla: just demolishing this huge bitch &#127850; http://t.co/AWYdBJxKs4&#8221;sharing is caring &#128076;
1774,1,"&#8220;dablueprint: NigelDixon1 Just think if Alex won some games!&#8221; That sorry son of a bitch will never ""win"" us a game"
1775,1,&#8220;daijahshardaee: &#128514;&#128514; 100046729 bitches so late &#128564;&#128129;&#8221; ion exposed &#128514;&#128564;
1776,1,&#8220;daijahshardaee: I feel sorry for whoever using Alyssa number to play phone games &#128532;&#128080;&#8221; dumb ass hoes who ain't got a life
1777,1,"&#8220;dappermuke: i'll be a bitch when i have to be a bitch :)

#fandomapology 
#5sosFamAnd1DfandomFollowParty&#8221; PREACH"
1778,1,&#8220;darkkskys: bitches be set hoppin like bitch get your life for u get beat up lmao&#8221;
1779,1,&#8220;dewayneee_: That pussy so wet she gotta dry outside&#8221;stop telling my business
1780,1,&#8220;dirtyxluxury: _Vontethekidd whens homecoming ho?&#8221;&#128553;&#128514; slut the 17th
1781,1,"&#8220;dlogue22: Asians have short beds, my feet are hanging off the edge of the bed &#128514;&#8221; cuddle me bitch I'm right beside you"
1782,0,"&#8220;dnumberbefore2: &#8220;Vice504fly: dnumberbefore2 u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin"
1783,1,&#8220;dnumberbefore2: Congrats to kim k .this a great day for hoes everywhere&#8221;
1784,1,&#8220;dnumberbefore2: Lol maybe I should give in nd date these hoes on dates&#8221;let me know how that work lol
1785,1,&#8220;dolodwills: Imma pull up on you eat on that pussy and dip&#8221;
1786,1,&#8220;dominiloka: If you can't get pussy without lying to a girl you wack&#8221; don't hate. appreciate.
1787,1,&#8220;dominiloka: My daughter makes me with I wasn't a hoe from age 18-25&#8221; u on a roll tonight
1788,1,&#8220;dreadHEADkidd69: pussy prolly taste like heaven &#128523;&#8221; &#128079;
1789,1,&#8220;drphilDONTEhue: Now ma'am ... &#8220;_PettyCrocker: Every jawn on here been tryna have they pussy cop a feel on Donte's peen&#8221;&#8221;&#128563;
1790,1,&#8220;drphilDONTEhue: You know idgaf about a woman's lingerie matching when I love hairy pussy so much &#128514;&#8221; &#128567;
1791,1,&#8220;eminoelle: Why you let these hoes tear what we had right apart&#8221;
1792,1,&#8220;erickruiz45: I just want the baddest bitch in the world right here on my lap&#8221; 7aidualc9 &#128514;&#128514;&#128514;&#128514;
1793,1,&#8220;ericwooden21 &#8220;DrTruth247: Pineapples on sale at publix&#8221;hoes on sale too&#8221;up stairs
1794,1,&#8220;ericwooden21 I need ran theo and theo HOMIE rocking the cool&#8221; I need some free shit or some hoes
1795,1,&#8220;eternalhbic: &#8220;HalfJewish: Stills get no pussy** http://t.co/6uOWecbUQO&#8221; he's jus being rational&#8221; a fag
1796,1,&#8220;fabbymichelle: BrianLovesAss_ what class you in right now? I need my headphones for seventh period I'm serious bitch ass.&#8221;ms.Trophenboum
1797,1,&#8220;fabbymichelle: aw OMG this show made me cry &#128557;&#128557;&#128557;&#128557; I'm such a pussy man&#8221;you really are
1798,1,&#8220;fabbymichelle: brian stfu &#128548;&#128079; its twitter i could retweet anything&#8221;don't make me bitch slap you again &#128075;
1799,2,&#8220;fatbellybella: I know u didnt hit that jigga with my fav purse. .. solangeknowles&#8221;--no chill! &#128514;&#128514;
1800,1,"&#8220;flowerlela: Fucking slut&#8221;

FOREAL, fuck dat bitch."
1801,1,&#8220;flvshy5: Might go to plaq hc&#8221;bitch who you gone go with
1802,1,"&#8220;gallinofmilk: I'm a faggot"" I agree"
1803,1,"&#8220;garcialaura_: Virgilio_LLA I was heartbroken tx inniz ho. Lmao&#8221; haha naw chill, you the one laughing at vdawg"
1804,1,&#8220;garytiffany_: Make the most of what you have.&#8221; Don't tell me what to do bitch
1805,2,&#8220;ghostriderJ1: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization
1806,1,&#8220;girlideas: why do bitches stand like this? &#128563;&#128541; http://t.co/QQ9vQyLru1&#8221; she wanted to be in MJ's smooth criminal video so bad..
1808,1,&#8220;gmail_candy: It don't matter where we at this nigga always tryna holla at a bitch &#128514;&#128514; tranSactionRAP&#8221; where. y'all. at?
1809,1,"&#8220;goodbadguytim: &#8220;100046729: This bitch Gmfu.&#8221;

You huh?&#8221; Huh lol"
1810,1,"&#8220;hernandezeli_: back then hoes didn't want me, now I'm hot, they all on me.&#8221;"
1811,1,"&#8220;hippiescrub: ""I can believe that wiz khalifa and that one bald bitch are getting divorced ""&#8221;"
1812,2,&#8220;hoppk92: WCCORosen Sick of all the trash talk and cocky attitudes. #shutupandplay&#8221; Refs have to take control when needed
1813,2,&#8220;iCARLEYBBY: &#8220;DJZeeti: twitpic a selfie with light colored eyes&#8221; http://t.co/BSOYlL83Iz&#8221;&#128525;
1815,1,&#8220;iDisrespectHoez: RT GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu
1816,1,&#8220;iDisrespectHoez: RT JonRaff: Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;
1817,1,&#8220;iDntWearCondoms: Bitch wanna date the flyest nigga then be shocked when he has hoes lol&#8221;
1818,1,&#8220;iDntWearCondoms: Ladies what if a dude put two hands in your pussy and started clapping?&#8221; Lmaoo
1819,1,&#8220;iDntWearCondoms: U get what u put in. If all u offering is pussy don't be mad when all u receive is dick&#8221; &#128588;
1820,1,&#8220;iKayKing: Things hoes say... https://t.co/i9zs1OUd0I&#8221;
1821,2,&#8220;iSignMyOwnBoobs thats my fav part on Take Care&#8221;whole album trash
1822,1,"&#8220;iTweet4UglyPpl: &#8220;KirbyMouf: No one wants an ugly nigga, so you've got him all to yourself. No more stressing over hoes&#8221; &lt;-&#8221; lies !"
1823,1,&#8220;iamSHIRAQ: WhereYoHussleAt CayMarieee yall partners in crime&#8221; that's my bitch she can't ride solo
1824,1,&#8220;iamSHIRAQ: WhereYoHussleAt u got hoes tho&#8221; WERD &#128066; WHERE &#128064;
1825,2,"&#8220;iamkrause: All I see in every #IfTheyGunnedMeDown tweet... http://t.co/XWmkac1Aw6&#8221;
Dis be like da colored Brady Bunch"
1826,0,"&#8220;iamkrause: No need to thank me, killing niggers is it's own reward.&#8221; 

Dis my pal from our graduation when we was 26"
1827,4,Phone/charger not working properly please exchange my phone
1828,4,Lots of issues with Lenovo k8 vibe. As there is network issue with this mobile. If you put same sim card in other mobile it works fine but call doesn't get connected in Lenovo mobile
1829,4,It gets over heated during short usage plz don't go for it go for Samsung or other product and it's performance is very good no lag in between usage works perfectly thanks
1830,3,great product.
1831,4,Do not buy this phone many features missing not at Al worth to buy for that price
1832,3,Exlent
1833,4,Its very bad as said by some reviewers. Sound exp was very poor camera qualiy is awful. Hoping to get my return....
1834,4,"Battery backup low,nd heating to much during net and charge"
1835,3,It's awesome
1836,4,It hangs and camera effect less
1837,3,Awesome phone.....very good experience
1838,4,Phone start up 34 mins only use.but phone over heat
1839,3,Phone is to good but heting
1840,3,Good mobile. I need invoice for that phone. Kindly send my registered mail ID.need urgent
1841,4,"Lenovo K8 Note (Venom Black, 4GB) with New System Update where is the system update, We have to check the update, only os 7.3.3 is updated(naught) Not Oreo 8.3 . Then why you are mentioning it as with system update.The Purchase date of the mobile was 24/49/2437 and the warranty expires in 8 days (on 48/June/2438) when checked online on the Lenovo Product Check (official Lenovo Warrenty Check)"
1842,4,Over all performance is good but phone is getting heated up when plugged into charging.. will suggest to go for redmi note 4 instead of lenovo k8...
1843,4,- Primary camera not worthy- Cast screen not able to detect any smart TV's- Screen sharing option not available- No Parallel apps options- Unable Wifi connections though strong Wifi- Mobile data connection breaks for every minute- Screenshot option is pat
1844,3,I thought I'll b getting earphones with the box but it's just a phone
1845,1,&#8220;joytooawesome: im_jessicaaaaa vintage_monroe_ haha bitch &#128523;&#128518;&#8221; http://t.co/n5uuCDTDxT
1846,1,&#8220;joytooawesome: I think this hoe pressed or some shit &#128533;&#8221;righttt how many times we asked where they be??ok
1847,1,&#8220;julialeungg: hoes do hoe thangs&#8221;Maycie_Belmore
1848,1,&#8220;justinbieber: that new 1d song diana is well written well done boyzzzzzz&#8221; bow down bitch
1849,1,"&#8220;kaitlinfryer: Big oleeeee middle finger, bitch.&#8221;"
1850,1,&#8220;kanga_ruthie: When people complain to me about prices I'm just like bitch do I look like I make the rules?&#8221;
1851,0,&#8220;kaylendenise_: I hate that bitch &amp; the fact that oomf likes her.. just no &#128528;&#8221; retweeettt 1000x.
1852,1,&#8220;keanabermudez: GinaSanabria_ he's a hoe lmfao&#8221; aren't they all smuts ? lmao
1853,1,&#8220;keanabermudez: Guys are hoes these days lmao don't fucking indirect me cause I can put you on blast&#8221; who's subbin ?
1854,1,"&#8220;keyna__: &#8220;cosmeticJUNKiee: ""need to get laid &#128514;&#128514;&#128514;&#128514; 
sike im celibate""

bitches be like &#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#8221;&#128064;&#8221;&#128064;"
1855,1,&#8220;kiaramariexo: &#8220;1kRock_: boot up. http://t.co/czj5npIfKi&#8221; for u hoe niggas&#8221; so girls that take BC are hoes? &#128056;&#9749;&#65039;
1856,1,&#8220;kincade00: Rico be bored then a bitch&#8221;damn boy you watch me more than these hoes do
1857,1,&#8220;kincade00: Rico full of shyt&#8221;full of money hoe
1859,1,&#8220;kingCvpital: &#8220;GinaSanabria_: &#8220;kingCvpital: &#8220;keanabermudez: MEN are the biggest hoes lmao&#8221;&#8221;&#8221;&#8221;
1860,1,&#8220;kirstenkraft: there isn't one song on Blacc Hollywood I dislike.&#8221; Except the song with nicki minaj because that triffling bitch sucks
1861,1,&#8220;kissme_faith: what_evaittakes Yea bitch&#8221;dam!
1862,1,&#8220;kissme_faith: This bitch comes right in &amp; gets tooo comfortable http://t.co/u9Duc84iwS&#8221;&#128563;&#128551; I never saw this yo my gut all out I hate u&#128514;&#128514;
1863,0,&#8220;kitty_hello14: Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk
1864,1,&#8220;koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;
1865,1,&#8220;koleworld4: what_evaittakes bang&#128129;&#8221;that's a trust worthy bitch&#128528;&#128553;
1866,1,&#8220;koleworld4: what_evaittakes it's cute af bitch&#8221;&#128514;&#128514; I believe u!! It's jus getting pAss trusting u wit a needle to someone head&#128114;
1867,1,&#8220;koleworld4: what_evaittakes lmaooo nooo hoe&#8221;oh ok&#128533;
1868,1,&#8220;koleworld4: my name is stefanie ... &#128075;&#128075;&#128075;&#128075; stefanie&#128514;&#128540;&#8221;fuck u hoe &#128553;&#128530;&#128514;
1869,1,&#8220;koleworld4: this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;
1870,1,&#8220;kriscope95: All people ever do on twitter is bitch. Get a mother fuckin diary.&#8221;&#128076;
1871,1,&#8220;l3ahpar: I could write a book on the things hoes say.&#8221;no way Jose
1872,2,"&#8220;lakeshow73: WCCORosen Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those ""Rose(ie) colored glasses off"
1873,1,&#8220;leynachristina: I'm driving myself insane.&#8221;fag
1874,1,&#8220;liIdurk__: Females get irritated FAST &#128530;&#8221; fuck them hoes
1875,1,&#8220;lifeof_brandon: &#8220;100046729: lifeof_brandon bitch I called yu back&#8221; the lies&#128564;&#8221;&#127797;
1876,1,&#8220;lifeof_brandon: 100046729 we'll be together&#128521;&#8221;yu gt a job hoe.
1877,1,&#8220;lildebo2391: He too rich to let that bitch get him mad like that!&#8221; Niggas don't think at all
1878,1,&#8220;lildoll__: grown. mature. pretty. &amp;etc. All that goes out the window when a bitch play with me.&#8221;
1879,1,&#8220;lilduval: Is it me or does Kim kardashian ain't looking as good no more&#8221;still look better then these so called bad bitches
1880,1,&#8220;lilthickgawdess:  a girl who's a hoe on Twitter &#128064;&#8221; lilthickgawdess
1881,1,&#8220;lopezbrittaney: How do you have a beautiful female and still find a way to fuck w/ ratchet hoes.. I don't get it&#8221; &#128079;&#128079;&#128588;&#128075;&#128588;
1882,1,"&#8220;lovelyatotheb: 1Bcarter would love the Parkside sport girls, dressed like Kobe all day everyday!&#8221; Let me see 1 of them hoes"
1883,1,&#8220;lovelyatotheb: This guy said he's slept with 300 girls.. Oh ok let me puke now.&#8221;I know a girl that had 70 dudes slut/whore not hoe
1884,4,I have not received the ear phones from the sealed box of lenovo
1885,4,"I am using it from past 8 months, worst phoneCast like basic function is not working."
1886,4,"Worst ever phone of my life,,,, dont purchase its horrible"
1887,4,"This can be a good product if Lenovo improves its Depth Camera, battery life and not so good Network connectivity.Otherwise cool product.Turbo charging takes 2+ hrs to fully charge.Depth camera looks like some sort of software tweak."
1888,4,Very poor battery. Phone heats slot and take 2.5 hours to charge there is no turbo charging.
1889,3,Ummaah to Bolby ATMOS. I love this device also due to stock Android OS. Bass is very detailed. Use 36 Ohms earphones (Sennheiser CX 344 II or CX 384 only as they'll give enough loudness. I love its sound output. Audio output is 3 times better than my iPhone. Motorola and Lenovo are my permanent brands from now. I regret for returning my Moto G6. People are fools who buy any other brand when it comes to Android OS. Google should consider Motorola phones as their flagship device.
1890,4,After 5 days of usage I find some issues in my Lenovo K8 note. Whenever I install a new app I can't find the app in my app list. When this happens I should restart my phone then only I can see the app in my app list.Not only that whenever I use my share it and minimises it then I found some glitches on my lock screen and home screen also and this happen with Asphalt 8 too.Please tell me someone that why this happens to my Lenovo k8 note and what should I do this.is there anyone to know about this please tell me...
1891,4,Wast of giving 3 for mobile and also for Amazon also not at all good battery performance hear the problem was battery and they are telling in ok good in the smart check there is no option about battery plz plz plz don't buy the mobile wast of money 34444 rs
1892,4,"Battery back up is not good, you have to charge minimum twice/thrice a day, yesterday I changed the battery from authorized service center, but the problem is still same.Worst phone I have ever seen."
1893,3,Very good product
1894,4,"Signal reception is bad. Mobile data does not work well. As it's dual standby, only one sim can be used for data at once. If you have jio, either you can use it for data and other sim for calls or you have to switch to the other sim.Turbo charging is fine."
1895,3,V V GOOD
1896,4,WORST PRODUCT. DON'T BYE IT NOT WORTH FOR 3 RUPEES. DON'T WASTE MONEY
1897,3,"Awesome phone ,Really Fast loaded many apps still works smoothly,Battery life is great But decreases rapidly if under 24%.Not Updated out of the box, Has to be updated 5 to 6 times."
1898,4,Dislike
1899,3,Awesome phone ..........Very smooth functioning handset.
1900,4,Really waste the screen is not including the gorilla glass it's Lenovo waste item don't waste money it's better to prefer other phones in same budget..
1901,3,Nice phone.
1902,3,I have ordered K8 note it has come with transparent back cover.how come? It has fitted with Mobile too. Is this complementary?
1903,3,Nice mobile
1904,4,Nice product but late delivery by courier boy.
1905,4,It doesn't get charge while it is on or some time get charge but very slowly around 6% per hour.SoYou have to charge it 36 hours to get full charged.It get charge while it is switched off.It seems there is sone software problem in the mobile but Lenovo is not resolving it.Very much disappointed.This problem began when I updated the software.I am a regular user of Lenovo but this time I am very much disappointed.
1906,2,&#8220;notflappybird: Tag a friend that sucks at flappy bird&#8221; me
1907,2,&#8220;nypost: If you used the ObamaCare website you should definitely change your password http://t.co/VEd4Yyztok&#8221; hahahahahah that's sad #boon
1908,1,&#8220;odlew11: Who clothes in the dryer? I'm tryna dry my clothes&#8221;throw them hoes out
1909,1,&#8220;peytonreeces_: &#8220;b10oreo: Lmao nvm&#8221; that's right bitch&#8221; go drink some warm milk and go to bed
1910,1,&#8220;popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too&#8221;&#8252;&#65039;&#8252;&#65039;&#8252;&#65039;
1911,1,&#8220;pot_headed: Ready for another tat doeeee . &#128527;&#8221;by me right hoe!
1912,1,&#8220;prettycha305: Group chat bitches we call yall undercover Feds &#128110;&#128110;&#128110; watching everybody&#8221;
1913,1,&#8220;prissyneeer: WhereYoHussleAt smh they gotta grow up &#128514; at least you know these bitches want to be you &#128524;&#8221; I swear &#9994;
1914,1,"&#8220;prvnceflvcko: When your ex hits you with that ""I miss you"" bullshit ...lol bitch die&#8221; &#128128;"
1915,1,"&#8220;pskinny31: That hoe gone jam watch&#8221; if you ain't throwing ass bitch ""fuck out the party &#9996;&#65039;"""
1916,1,&#8220;purrdylaylayXXX: Im_Yung_Jay yo mama was confused when she had u&#8221; lol .. These hoes ain't got no manners
1917,1,"&#8220;retrolivin_cam: Same hoes is still at it, I should've known&#8221;"
1918,1,&#8220;rihanna: Fuck I look like ho? I look like yes and ya look like no&#8221; http://t.co/OIidXKL32A
1919,2,&#8220;rihanna: We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http://t.co/0paNscImEw&#8221; this bitch has the a nerve smh
1920,1,&#8220;riyastunna: don't fall in love with a bitch&#8221; #bestadvice
1921,1,"&#8220;roach_nigga: yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too http://t.co/6uZ9e9ZlvQ&#8221; &#128514;"
1922,1,&#8220;robbyohn: The Kimberley story is by far the scariest story I've ever heard! &#128513;&#8221; pussy
1923,0,"&#8220;rocafella123 ""waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;"
1924,1,&#8220;royalriahh: Fake bitches I don't want your hugs&#8221;
1926,1,&#8220;sabdaddyy: Shine on them hoes http://t.co/xOurnvvaYP&#8221; look at my baby daddy
1927,1,&#8220;saidtina: uce_INA I really hate Poly bitches.&#8221; You and me both man
1928,1,&#8220;salsteelo: I got 1 felony!!!&#8221; I got bitches
1929,1,"&#8220;sammyk1429: ""I am not a bitch, I am the bitch. So that is Ms. Bitch to you!"" &#128540;&#8221;"
1930,1,&#8220;sarahecarroll: 100% of the female population needs to stop being such a bitch&#8221;
1931,1,&#8220;sc_waters: &#8220;what_evaittakes: Ya niggas play to fuck my niggas play for keeps&#128526;&#8221;&#8252;&#65039;&#128514;&#128526;&#8221;these bitches can't fuck wit me &#128553;&#128553;
1932,1,"&#8220;schoolfession: ""This was hung in the boys bathroom..."" - St. Dominic http://t.co/OErALv45gI&#8221; outlawdipper silly bitches."
1933,1,&#8220;scoop82294: If you don't have your read receipts on you a bitch&#8221; the bitchyest bitch ever
1934,1,&#8220;skimaskjojo: &#8220;1waynostra: Dat bird bitch&#8221;HEAVY BIRDCAGE BITCH&#8221; byyyyyyrrrrrrrrrrrrr bitch &#128037;
1935,1,&#8220;skinnysowhat: PAPER_CHAYSIN aye and when the hoes start coming don't forget who put you on &#128524;&#8221; I won't !!! &#128513;&#128513;&#128513;
1936,1,&#8220;skinnysowhat: PAPER_CHAYSIN you won't have to herd for hoes no more lol&#8221; lmao I hope not this shit SCHRESSFUL
1937,1,"&#8220;skykardashian: Is ""hoe by association"" a real thing?&#8221; Yes."
1938,1,"&#8220;slllick_: Y'all be like.. "" I want a love like Rashad &amp; New New""... Shit y'all already got one. Lying about who you are ass hoes lmao&#8221; &#128514;&#128514;"
1939,1,&#8220;sneakerhead226: I cant talk right now i got pussy on my tongue&#8221;
1940,1,&#8220;snoleezey801: uce_INA we single cuz only hoes are left.. All the good ones taken lmao&#8221;&lt;-ANY FEMALE ON THE TL THATS SINGLE..You a sno-bop&#128514;
1941,2,&#8220;sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;
1942,1,&#8220;sosadtoday: in a relationship with the idea of you&#8221; - girls with trash love lives
1943,1,&#8220;souljaboy: kmichelle my ananconda don't want none unless u clean those shitty buns Hun &#128169;&#128553;&#8221;
1944,1,&#8220;souljaboy: kmichelle shitty pussy &#128169;&#8221;&#9996;&#65039;
1945,1,&#8220;souljaboy: kmichelle ur pussy smell like dumpster juice &#128169;&#8221; wow &#128529;
1946,1,&#8220;souljaboy: kmichelle you mean the niggaz i shot? Ill give you 100k if u let any nigga smell your pussy and it don't smell like shit.&#8221; &#128553;
1947,1,&#8220;souljaboy: K Michelle pussy smell like shit&#8221; &#128064;&#128514;&#128514;&#128514;
1948,0,&#8220;spannerhead29: VertrellCarter #faggot&#8221; #Respect
1949,2,&#8220;sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.
1950,1,&#8220;staciaburbidge: fat chance you'll ever catch me drinking a beer&#8221; same bitches
1951,1,&#8220;surfboard101: Vomitdatruth I'm outside your house #comeout&#8221; this bitch
1952,1,&#8220;surfboard101: Vomitdatruth lmfaooooo!!!!! U bitch&#8221; I'm using that shit from now on.
1953,1,&#8220;swaqmagician: 100046729 wtf bitch!&#8221;dasss why I ain't come to practice
1954,1,"&#8220;tabatha__b: Never worried about the next bitch. Always worryin about the next meal. I'm tryna fuckin eat, fuck what you talkin bout&#8221; &#128525;&#128175;&#128175;"
1955,1,&#8220;talofabreeze: uce_INA snoleezey801 DAMN I ALWAYS BE TWEETING YOU HALFASSED TWEETS &#128514;&#128514;&#128514; I meant to say hoes&#8221; still dont make sense..&#128529;&#128533;&#128514;
1956,1,&#8220;tay_torrez &amp; wealthy? RT DrTruth247: My aunt said I'm handsome fuck you hoes&#8221;broke
1957,1,&#8220;taylorsimonee_: I tend to have more sense that bitches older than me. That's sad.&#8221;
1958,1,&#8220;teecakessss: Do this hoe wanna fight SierraSamone_&#8221; right
1959,1,"&#8220;thachosenkid321: What hoes do I have tbh on the highest of keys&#8221;

same"
1960,1,"&#8220;thatloserbrooke: why why why why why? https://t.co/hvn6knCE6D&#8221;.....""&#8221; tianna_iacovone&#8221;you ain't kissing any bitch anytime soon"
1961,1,&#8220;thatsoVICTORZZZ: Blaxxxican for the light weights&#8221; *pussies
1962,1,&#8220;theHIGHESTpeak_: If you got netflix watch fresh that hoe live&#8221; from now on my name is Chuck E I'm not chuckie no more &#128514;&#128514;&#128514;
1963,2,&#8220;theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie
1964,0,"&#8220;thejanicexxx: o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao&#8221; you can dm me"
1965,1,"&#8220;thekiddfranky: I talk to any girl who paid over 300$ for her sew in, show me u Atleast got some type of boss bitch in you lol&#8221; wth &#128557;&#128557;&#128557;"
1966,1,&#8220;thepizzafacts: Cute text: ey bitch come over for some pizza&#8221;KellieNehls
1967,1,&#8220;therealiman: No one wants to see curvy women - Karl Lagerfeld&#8221; he retarded
1968,1,&#8220;thomasemmanuelm: Colts nation...put yall money up&#8221;bitch chuassup we was just down 24
1969,1,&#8220;thrillamickilla: JoeDeLaWolfPack &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; this is me so badly hahahah omg&#8221; yall some pussies
1971,1,&#8220;trapwavey: Lol rt. Cameron5833: If yo bitch don't read books or eat fruits... She a hoe.&#8221;&#128514;&#128514;&#128514;
1972,2,&#8220;trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
1973,1,&#8220;tricethatruth_: Trap keep me fly that's why I love him &#10084; http://t.co/AleXGC24t4&#8221; ayyyyy you got that hoe at Forever 21 huh? &#128526;
1974,1,&#8220;trillasfvck: all these bitches getting mommy money&#8221; niggas too.
1975,1,"&#8220;true_east_: That &#8220;6 God&#8221; by Drake is so trash, dawg.&#8221; Thank you ass water !!!&#128686;&#128686;&#128686;&#128686;"
1976,1,"&#8220;truuuchains: If you already out of school, fuck you I hate you and I hope you trip on the stage at graduation hoe&#8221;"
1977,0,&#8220;ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag
1978,1,&#8220;tufflove1: show a lotta love to my sisters tho but these bitches so predictable.&#8221; Im in trouble
1979,1,&#8220;uGOTTAeatTHEass: Niggas swear they love a honest bitch tho http://t.co/vastMFJphu&#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128557; he salty bm
1980,1,&#8220;urHIGHnesss_: &#8220;SMCo71: urHIGHnesss_ &#128514; nah lemme chill i love the bitches&#8221;&#128557;&#128557; like trick love the kids&#8221; &amp; you know this &#128514;
